TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,Attention,Meditation,A_M
2021-09-22 19:59:00.010,0.8211205,0.62220615,0.7015798000000001,0.29283637,0.051800232,0.4957455,0.39210734,-0.26651335,0.31140235,0.4644996,0.11455286,0.3485285,0.40823612,0.4187522,0.58542305,0.35092893,0.0385565,0.108440585,0.5960964,0.0006725953999999999,810.293,801.02563,784.90845,820.3663,1101.6117,-0.28204345703125,0.1024169921875,0.9796142578125,1.502838134765625,-3.865509033203125,0.456085205078125,50.0,33.0,17.0
2021-09-22 19:59:01.002,0.8211205,0.30434,0.57060236,0.29283637,0.051800232,0.04168325,0.6995159000000001,-0.26651335,0.31140235,0.027333336,0.56810606,0.3485285,0.40823612,0.18666138,0.6640161,0.35092893,0.0385565,0.08422589,0.4571894,0.0006725953999999999,823.5897,804.65204,814.3223,822.3810000000002,902.96704,-0.2794189453125,0.104736328125,0.98516845703125,2.295379638671875,-3.058013916015625,0.2691650390625,46.0,23.0,23.0
2021-09-22 19:59:02.001,0.8211205,0.5334445,0.8653192,0.29283637,0.051800232,0.3763621,0.77388644,-0.26651335,0.31140235,0.32314655,0.6782811,0.3485285,0.40823612,0.014186269,0.74488527,0.35092893,0.0385565,0.19299868,0.5706625,0.0006725953999999999,791.75824,806.26373,800.6227,805.05493,1091.5385,-0.27838134765625,0.10455322265625,0.98260498046875,2.310333251953125,-3.84307861328125,0.418701171875,39.0,16.0,23.0
2021-09-22 19:59:03.001,0.8211205,0.360351,0.5808513000000001,0.29283637,0.051800232,0.19009624,0.47689,-0.26651335,0.31140235,0.31415522,0.57573247,0.3485285,0.40823612,0.021064574,0.7184683000000001,0.35092893,0.0385565,0.094133124,0.71194965,0.0006725953999999999,820.3663,808.6813400000002,801.02563,833.2601,975.89746,-0.27227783203125,0.1075439453125,0.97772216796875,1.83929443359375,-3.4393310546875,0.07476806640625,33.0,10.0,23.0
2021-09-22 19:59:04.039,0.8211205,0.15038982,0.65406877,0.29283637,0.051800232,-0.28132924,0.68024856,-0.26651335,0.31140235,0.5502633000000001,0.364878,0.3485285,0.40823612,0.08423810000000001,0.6686864,0.35092893,0.0385565,0.044589599999999986,0.5414085,0.0006725953999999999,862.674,797.3993,793.7729,864.2857,694.65204,-0.27374267578125,0.107666015625,0.98016357421875,2.071075439453125,-2.803802490234375,0.43365478515625,27.0,19.0,8.0
2021-09-22 19:59:05.025,0.8211205,0.6601791,0.6050468000000001,0.29283637,0.051800232,0.6374754,0.52586776,-0.26651335,0.31140235,0.74817085,0.33437684,0.3485285,0.40823612,0.18868431,0.6105338,0.35092893,0.0385565,-0.08883261,0.29902974,0.0006725953999999999,803.0403,799.0110000000002,790.9524,803.8461,753.0769,-0.27569580078125,0.109375,0.97857666015625,1.6448974609375,-2.51220703125,0.61309814453125,23.0,28.999999999999996,-5.9999999999999964
2021-09-22 19:59:06.000,-0.15702552,0.40974447,0.77805626,0.29283637,0.12587647,0.5274631,0.5656093000000001,-0.26651335,-0.1375935,0.67625344,0.76640826,0.3485285,0.26075554,0.12053309,0.68930167,0.35092893,0.08660335,-0.1959773,0.30549526,0.0006725953999999999,681.3553,809.0842,782.49084,683.36993,853.4066,-0.274169921875,0.10491943359375,0.981201171875,1.8243408203125,-3.4393310546875,0.01495361328125,24.0,37.0,-13.0
2021-09-22 19:59:07.027,-0.17039369,0.6503711999999999,0.9509063,0.29283637,0.09959343,0.350724,0.67797315,-0.26651335,-0.19803299,0.48709774,0.76091915,0.3485285,0.25868267,0.07524938,0.7475717,0.35092893,0.097037554,-0.23641376,0.2519338,0.0006725953999999999,795.38464,809.4872,811.0989,788.1319,716.0073,-0.274169921875,0.10791015625,0.9798583984375,1.876678466796875,-3.42437744140625,-0.11962890625,24.0,48.0,-24.0
2021-09-22 19:59:08.000,-0.17039369,0.61937445,0.73406905,0.29283637,0.09959343,0.05616339,0.42237502,-0.26651335,-0.19803299,0.1150656,0.3486592,0.3485285,0.25868267,-0.09080694,0.5163326,0.35092893,0.097037554,-0.10484853,0.22377574,0.0006725953999999999,780.87915,803.8461,795.38464,803.0403,890.87915,-0.27117919921875,0.11151123046875,0.9837646484375,1.846771240234375,-3.22998046875,0.216827392578125,26.0,53.0,-27.0
2021-09-22 19:59:09.002,-0.17039369,0.7362557,1.0964718,0.29283637,0.09959343,0.38768905,0.9085954,-0.26651335,-0.19803299,0.26412418,0.8335111,0.3485285,0.25868267,-0.009030698,0.67204875,0.35092893,0.097037554,-0.055049400000000005,0.31732550000000004,0.0006725953999999999,828.8278,787.7289400000002,789.34064,837.6923,738.97437,-0.2718505859375,0.10662841796875,0.98004150390625,1.5252685546875,-3.506622314453125,0.07476806640625,25.0,54.0,-29.0
