TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,Attention,Meditation,A_M
2021-10-14 16:22:00.781,1.174598136068328,1.20524287038477,0.4834839546011765,0.9775617817224588,0.5080072082470309,0.8625332221041321,0.4318720787512798,0.7383533010754284,1.254079219697528,0.8574070822964555,0.9318124401666608,1.64062166130864,0.9921132777701198,1.174453348753846,1.408660308356218,1.2206742327418991,0.6587714212378581,0.8545724301224874,1.2493485193670868,1.1283621945344309,809.4871794871796,1562.564102564103,967.0329670329672,826.8131868131868,731.3186813186812,0.007141,-0.090332,0.999268,7.611389,11.521759,14.011535999999998,28.000000000000004,20.0,8.000000000000004
2021-10-14 16:22:01.781,0.7765630891442562,1.20524287038477,0.4834839546011765,1.164186575339806,0.3154490246516048,0.8625332221041321,0.4318720787512798,0.8908092231527976,1.522275200322614,0.8574070822964555,0.9318124401666608,1.22933921452635,1.423284799275608,1.174453348753846,1.408660308356218,1.2564621719585458,0.7267512254294356,0.8545724301224874,1.2493485193670868,1.2779195869105602,757.1062271062273,1265.6043956043961,917.8754578754581,798.6080586080586,663.2234432234433,-0.10199,-0.112427,1.008606,2.422485,-2.841187,17.488251,31.0,16.0,15.0
2021-10-14 16:22:02.781,0.9940822752007696,1.20524287038477,0.4834839546011765,1.164186575339806,0.5464513003502723,0.8625332221041321,0.4318720787512798,0.8908092231527976,1.4338506199089407,0.8574070822964555,0.9318124401666608,1.22933921452635,1.17891598140133,1.174453348753846,1.408660308356218,1.2564621719585458,0.8716392472594298,0.8545724301224874,1.2493485193670868,1.2779195869105602,778.4615384615387,1621.794871794872,1299.8534798534802,991.6117216117217,583.040293040293,-0.133545,-0.152283,0.993347,1.996307,-6.7141720000000005,24.41925,33.0,18.0,15.0
2021-10-14 16:22:03.781,1.05045753331023,1.20524287038477,0.4834839546011765,1.164186575339806,0.5007367852940005,0.8625332221041321,0.4318720787512798,0.8908092231527976,0.9569887721275,0.8574070822964555,0.9318124401666608,1.22933921452635,0.9761606270062524,1.174453348753846,1.408660308356218,1.2564621719585458,0.9610931142939976,0.8545724301224874,1.2493485193670868,1.2779195869105602,811.5018315018315,474.2490842490843,865.8974358974359,830.8424908424909,895.7142857142858,-0.131775,-0.133179,0.99707,3.349609,-6.3029480000000015,4.583282,39.0,16.0,23.0
2021-10-14 16:22:04.781,0.7823489645214371,1.20524287038477,0.4834839546011765,1.164186575339806,0.2887178130923318,0.8625332221041321,0.4318720787512798,0.8908092231527976,0.7216893643084265,0.8574070822964555,0.9318124401666608,1.22933921452635,0.9756323876719948,1.174453348753846,1.408660308356218,1.2564621719585458,0.6954672427087882,0.8545724301224874,1.2493485193670868,1.2779195869105602,813.9194139194141,1519.450549450549,798.2051282051282,882.4175824175826,799.8168498168499,-0.087891,-0.164856,0.996643,-0.26168800000000003,-12.426453,9.899292,41.0,31.0,10.0
2021-10-14 16:22:05.785,0.6412391328252226,1.20524287038477,0.4834839546011765,1.164186575339806,0.2504757659640954,0.8625332221041321,0.4318720787512798,0.8908092231527976,0.9093899594258014,0.8574070822964555,0.9318124401666608,1.22933921452635,1.142183323772497,1.174453348753846,1.408660308356218,1.2564621719585458,0.9135999229146828,0.8545724301224874,1.2493485193670868,1.2779195869105602,786.5201465201468,1572.234432234432,785.7142857142858,786.1172161172162,736.1538461538463,-0.079529,-0.168945,1.000916,3.386993,-7.723541,5.585175,42.0,40.0,2.0
2021-10-14 16:22:06.781,0.8063391416833766,1.20524287038477,0.4834839546011765,1.164186575339806,0.7297603344176102,0.8625332221041321,0.4318720787512798,0.8908092231527976,1.29810552770814,0.8574070822964555,0.9318124401666608,1.22933921452635,1.0020119359929691,1.174453348753846,1.408660308356218,1.2564621719585458,0.9484293664741694,0.8545724301224874,1.2493485193670868,1.2779195869105602,838.901098901099,1271.245421245421,836.0805860805863,842.9304029304027,745.0183150183151,-0.07928500000000001,-0.14801,0.995728,2.706604,-4.717865,1.136475,45.0,40.0,5.0
2021-10-14 16:22:07.781,0.9923612709747314,1.20524287038477,0.4834839546011765,1.164186575339806,0.9104155282317375,0.8625332221041321,0.4318720787512798,0.8908092231527976,1.318988613260769,0.8574070822964555,0.9318124401666608,1.22933921452635,0.9872193849110804,1.174453348753846,1.408660308356218,1.2564621719585458,0.8777363124226882,0.8545724301224874,1.2493485193670868,1.2779195869105602,834.0659340659341,969.047619047619,805.054945054945,882.0146520146519,900.952380952381,-0.057861,-0.15332,1.008301,4.022522,-6.183319,3.005676,47.0,42.0,5.0
2021-10-14 16:22:08.781,0.3901585609164843,1.20524287038477,0.4834839546011765,1.164186575339806,0.1312457866057751,0.8625332221041321,0.4318720787512798,0.8908092231527976,0.5989753318256631,0.8574070822964555,0.9318124401666608,1.22933921452635,0.9900923787789908,1.174453348753846,1.408660308356218,1.2564621719585458,0.9688164890329888,0.8545724301224874,1.2493485193670868,1.2779195869105602,776.0439560439563,521.3919413919414,778.8644688644687,772.4175824175826,645.4945054945055,-0.061768,-0.151184,1.002258,4.396362,-4.934692,0.456085,44.0,38.0,6.0
2021-10-14 16:22:09.781,0.1323425518486992,1.20524287038477,0.4834839546011765,1.164186575339806,0.2095706998944301,0.8625332221041321,0.4318720787512798,0.8908092231527976,0.6747140800742605,0.8574070822964555,0.9318124401666608,1.22933921452635,0.8881628279459216,1.174453348753846,1.408660308356218,1.2564621719585458,0.9113175602790804,0.8545724301224874,1.2493485193670868,1.2779195869105602,815.934065934066,1045.6043956043961,833.6630036630037,759.9267399267401,608.021978021978,-0.045532,-0.172913,1.00293,4.620667,-6.788939999999998,2.056122,39.0,42.0,-3.0
