HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,Time
807.2736787022502,60.232334432176266,,,,,,,35.037237454313185,35.153037810164946,0.07461203805009972,0.043401932180717244,807.6923076923077,68.42769230769235,0.08472000000000006,88.46153846153845,15.646258503401361,58.50340136054422,16.333333333333332,85.9375,,,0.04717876896054038,0.004451891297846807,0.0009404918873601709,10.597466515716315,0.8974269544206064,0.08468316017698184,-5.414426262343384,2021-10-14 16:02:00
808.3725798011511,60.25347804344064,,,,,,,34.97935332845609,35.09080478322574,0.07453676627460841,0.04327132587433946,807.6923076923077,68.42769230769235,0.08472000000000006,92.30769230769226,14.965986394557824,58.50340136054422,16.333333333333332,125.0,,,0.04594584624719388,0.0043657514330864775,0.0009498444806450965,10.524155337609615,0.8963042066385045,0.08516637942766103,-5.433964954887721,2021-10-14 16:02:01
808.9481946624802,59.68657713363962,,,,,,,34.97935332845609,35.09781349841576,0.07378294126553162,0.0432405357466069,807.6923076923077,68.42769230769235,0.08472000000000006,92.30769230769226,14.965986394557824,58.50340136054422,16.333333333333332,125.0,,,0.044870743215565605,0.004295563866148091,0.000965835290192196,10.445833099858437,0.8950493853362871,0.08568482540166346,-5.45017244784442,2021-10-14 16:02:02
809.4714809000523,59.40088899475339,,,,,,,35.031453345738186,35.14806799434669,0.07338231228196634,0.043276945726101024,807.6923076923077,68.42769230769218,0.08471999999999984,92.30769230769226,14.965986394557824,59.183673469387756,16.333333333333332,125.0,,,0.04349298733024647,0.004206964811123315,0.0009938407949080842,10.338329242795181,0.8931936640705453,0.08639632604978364,-5.471013838772102,2021-10-14 16:02:03
810.204081632653,58.74289835169022,,,,,,,35.077699508904445,35.19447859543642,0.07250382919981917,0.04329489360041103,807.6923076923077,68.42769230769218,0.08471999999999984,92.30769230769226,14.965986394557824,59.863945578231295,16.333333333333332,125.0,,,0.042379500933953006,0.004131968486601341,0.001018028168648087,10.256491808051356,0.8916463056319075,0.08693482355555185,-5.489001354423397,2021-10-14 16:02:04
810.9890109890109,58.13145124399945,,,,,,,35.17000940406076,35.28537402855016,0.07167970275344106,0.04336681376381476,807.6923076923077,68.42769230769218,0.08471999999999984,92.30769230769226,14.965986394557824,59.863945578231295,16.333333333333332,125.0,,,0.04128880665237985,0.004052804871654259,0.001041052057186884,10.187711464017939,0.8901775677474568,0.08737757943886439,-5.508346076671035,2021-10-14 16:02:05
811.5122972265829,57.7493511433453,,,,,,,35.141188609738926,35.260214859137285,0.07116263221236321,0.04330333468739431,807.6923076923077,68.42769230769218,0.08471999999999984,88.46153846153834,14.965986394557824,59.183673469387756,14.7,125.0,,,0.04002386497521371,0.0039491169888994015,0.0010647204669846499,10.134889669695035,0.8886746617779933,0.08768469028678967,-5.534263272173563,2021-10-14 16:02:06
812.2233930453108,57.51198154401861,,,,,,,35.25637006669199,35.376012870420766,0.07080808314124762,0.04340723299596615,807.6923076923077,62.72538461538455,0.07765999999999991,84.61538461538453,15.068493150684931,59.589041095890416,14.6,125.0,,,0.03913298902921481,0.003863682166076012,0.0010772107464771424,10.128418267116055,0.8878952183272342,0.0876637590303675,-5.556134621171318,2021-10-14 16:02:07
812.9083245521603,57.1294197690455,,,,,,,35.02993735244384,35.15035088366516,0.0702778136766144,0.04309211296580361,811.5384615384615,62.72538461538455,0.077291943127962,84.61538461538453,14.383561643835616,59.589041095890416,14.6,125.0,,,0.03840239798171885,0.003778101505065938,0.0010833687612779028,10.164469623229094,0.8876320943270825,0.08732694643491841,-5.578533642856135,2021-10-14 16:02:08
813.3437990580849,56.97891581435739,,,,,,,34.98514605074942,35.1049402450686,0.07005514258588237,0.04301397034226477,815.3846153846154,57.02307692307691,0.06993396226415093,84.61538461538453,14.285714285714285,59.863945578231295,14.7,125.0,,,0.03787951171219532,0.003696141416258935,0.001083768270778513,10.248393512641956,0.8879518397049,0.08664302737883382,-5.60046586395985,2021-10-14 16:02:09
813.8040042149631,57.32895522239875,,,,,,,35.19844926190311,35.317887081246134,0.07044565389881706,0.043251752362483555,815.3846153846154,62.72538461538455,0.07692735849056596,84.61538461538453,14.383561643835616,60.273972602739725,14.6,125.0,,,0.037597455207339654,0.0036063929654965867,0.0010779486254410258,10.425224196876345,0.8892113877447972,0.08529422206682394,-5.625047184681781,2021-10-14 16:02:10
814.4362486828239,57.768405416115414,,,,,,,35.0066306716518,35.11340662946835,0.07093054307141096,0.04298265300478401,815.3846153846154,68.42769230769218,0.08392075471698099,84.61538461538453,13.698630136986301,60.273972602739725,16.22222222222222,125.0,,,0.03770444820338313,0.003548529799338637,0.0010696651153984148,10.62537172730249,0.8908812263485547,0.08384471143342545,-5.641221902306263,2021-10-14 16:02:11
815.068493150685,57.6056056716533,,,,,,,35.08232077228117,35.2024746192696,0.07067578510975951,0.04304217506515169,815.3846153846154,62.72538461538455,0.07692735849056596,84.61538461538453,14.383561643835616,60.273972602739725,16.22222222222222,125.0,,,0.03824641544079316,0.0034934862356006584,0.001056013859836693,10.947922179008442,0.8936931237845397,0.08163130036657622,-5.656855119982205,2021-10-14 16:02:12
