TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z
2021-10-14 16:11:12.224,1.3273262157047518,0.0,1.091971627534813,1.5122866646411108,0.8872809782666454,0.0,0.057230377740806235,0.9846261450599632,0.6896825946767071,0.0,0.5894190407040047,1.093529731153347,1.128342938997153,0.0,1.600742262017471,1.0157137312224642,0.9081899547653172,0.0,1.4312876716569969,0.8526231866595634,813.5164835164835,829.6336996336996,775.2380952380953,775.6410256410257,1127.802197802198,-0.535217,0.053894000000000004,0.877136,0.747681,-36.045685,4.807587
2021-10-14 16:11:13.224,1.3273262157047518,0.0,1.193976031930958,1.5122866646411108,0.8872809782666454,0.0,0.9103572952861858,0.9846261450599632,0.6896825946767071,0.0,0.8711486283842929,1.093529731153347,1.128342938997153,0.0,1.7188916554281881,1.0157137312224642,0.9081899547653172,0.0,1.002537470923593,0.8526231866595634,834.4688644688645,1625.4212454212452,816.7399267399268,685.3846153846154,707.948717948718,-0.015869,-0.017151,0.98175,-1.6748049999999999,-58.04245,-8.605804
2021-10-14 16:11:14.226,1.3273262157047518,0.0,1.6868838024735517,1.5122866646411108,0.8872809782666454,0.0,1.001969608625783,0.9846261450599632,0.6896825946767071,0.0,0.9999554648770058,1.093529731153347,1.128342938997153,0.0,1.518129419918033,1.0157137312224642,0.9081899547653172,0.0,0.8479806478816171,0.8526231866595634,880.8058608058608,184.1391941391941,780.0732600732601,779.2673992673992,765.5677655677656,0.455933,0.15124500000000002,0.897034,-3.955231,-7.09549,-51.933899
2021-10-14 16:11:15.228,1.3273262157047518,0.0,1.9118221447482309,1.5122866646411108,0.8872809782666454,0.0,1.077582808885064,0.9846261450599632,0.6896825946767071,0.0,0.9054130880375424,1.093529731153347,1.128342938997153,0.0,1.133366664787104,1.0157137312224642,0.9081899547653172,0.0,0.6058042434713616,0.8526231866595634,864.6886446886447,1123.369963369963,799.4139194139194,781.2820512820513,1010.952380952381,0.153625,0.252075,0.970459,-1.936493,5.734711,-39.694365999999995
2021-10-14 16:11:16.224,1.3273262157047518,0.0,1.9118221447482309,1.5122866646411108,0.8872809782666454,0.0,1.077582808885064,0.9846261450599632,0.6896825946767071,0.0,0.9054130880375424,1.093529731153347,1.128342938997153,0.0,1.133366664787104,1.0157137312224642,0.9081899547653172,0.0,0.6058042434713616,0.8526231866595634,823.992673992674,880.4029304029305,779.2673992673992,741.7948717948718,686.5934065934066,0.021973,0.21099899999999996,0.9865719999999999,5.039368,1.0841370000000001,-2.0561220000000002
2021-10-14 16:11:17.225,1.3273262157047518,0.0,1.9118221447482309,1.4080990602586239,0.8872809782666454,0.0,1.077582808885064,0.721682070060988,0.6896825946767071,0.0,0.9054130880375424,1.443087455783925,1.128342938997153,0.0,1.133366664787104,1.272880282764966,0.9081899547653172,0.0,0.6058042434713616,0.8483730529760903,870.7326007326008,1619.78021978022,791.7582417582418,778.8644688644688,764.3589743589743,-0.15631099999999998,0.130859,0.977295,6.06369,-1.794434,-0.957031
2021-10-14 16:11:18.225,1.3273262157047518,0.0,1.9118221447482309,1.05060804005768,0.8872809782666454,0.0,1.077582808885064,0.7071774672984487,0.6896825946767071,0.0,0.9054130880375424,0.986659278558668,1.128342938997153,0.0,1.133366664787104,1.2226991974919652,0.9081899547653172,0.0,0.6058042434713616,0.8611565283465803,802.2344322344322,1201.135531135531,886.4468864468864,784.5054945054945,941.2454212454213,-0.403503,0.19927999999999998,0.8807370000000001,7.49176,12.822723,-11.813353999999999
2021-10-14 16:11:19.225,1.3273262157047518,0.0,1.9118221447482309,1.107115018467927,0.8872809782666454,0.0,1.077582808885064,0.5874144423477056,0.6896825946767071,0.0,0.9054130880375424,0.8531021544215613,1.128342938997153,0.0,1.133366664787104,1.1496124941855421,0.9081899547653172,0.0,0.6058042434713616,0.8243851701879814,852.1978021978023,1214.432234432235,756.3003663003664,758.7179487179487,699.4871794871796,-0.35083000000000003,0.133667,0.9337770000000001,7.865601,-29.458617999999998,-9.95163
2021-10-14 16:11:20.225,1.3273262157047518,0.0,1.9118221447482309,1.1710150905555692,0.8872809782666454,0.0,1.077582808885064,0.955392171400098,0.6896825946767071,0.0,0.9054130880375424,1.2530661099685771,1.128342938997153,0.0,1.133366664787104,1.149934330899335,0.9081899547653172,0.0,0.6058042434713616,1.0121768399979558,772.0146520146519,842.5274725274727,836.0805860805863,769.1941391941392,682.967032967033,-0.249939,0.136475,0.968567,3.730927,-0.6130979999999999,-2.228088
2021-10-14 16:11:21.225,1.3273262157047518,0.0,1.092374793600684,1.2616006551844061,0.8872809782666454,0.0,0.2583946287925826,0.7650925395967001,0.6896825946767071,0.0,1.2029129920819819,1.1826569385869898,1.128342938997153,0.0,1.404145154409644,1.175637376371305,0.9081899547653172,0.0,1.538529713459478,1.016217763171334,777.6556776556778,560.4761904761905,813.9194139194141,772.8205128205127,1095.970695970696,-0.492249,0.1521,0.868958,-5.802002,8.516083,19.566803
