HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,Time,TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,Attention,Meditation,A_M
785.2732793522267,42.53004211271494,,,,,,,32.32200153729797,32.42811251101749,0.05415954322016157,0.04116019529400064,784.6153846153846,45.61846153846145,0.05814117647058813,61.53846153846154,9.210526315789473,63.81578947368421,12.666666666666664,187.5,,,0.05332240554574329,0.009161137213000568,0.0047571232584297215,5.820500698327438,0.7930082895390195,0.13624399869359968,-4.692784958111166,2021-10-14 15:29:30,2021-10-14 15:29:30.781,1.28687832248496,1.5349047908220232,1.5484097449918852,1.210042084663874,0.5315293072581271,0.9914686444832608,0.9142597489867031,0.578410714513013,0.8616717728344803,1.2321491191668679,0.6784362748987907,0.6474832562825625,1.465191977549999,0.4104855699748995,0.4279182743942088,0.8766871729366861,1.5227226808473642,-0.2308708445279574,-0.06265138525385316,0.6088639236811222,766.3736263736264,692.2344322344322,787.3260073260074,785.7142857142858,877.9853479853481,-0.431519,0.194153,0.879517,3.730927,-5.33844,1.353302,100.0,89.0,11.0
785.1214574898786,42.51831103757133,,,,,,,32.32200153729797,32.42811251101749,0.054155074519943884,0.041168154594366894,784.6153846153846,45.61846153846145,0.05814117647058813,61.53846153846154,9.210526315789473,63.81578947368421,12.666666666666664,187.5,,,0.053718073095106914,0.009454277259298614,0.004793248785793415,5.681880446469168,0.7903715081551428,0.1391038610547139,-4.661288019846435,2021-10-14 15:29:31,2021-10-14 15:29:31.782,1.3983333305038839,1.7614370737225533,1.4064722021937341,1.146076760827151,0.6287140422408379,0.7905102855415376,0.3980943202913371,0.5900706431020906,0.8323089754871771,1.1494784467037118,0.7328919855104242,0.8304667020183469,1.3321495248692272,0.2947112067894561,0.1811266534750217,0.928215408981662,1.3731366376890055,-0.3046225406321112,-0.239537097446855,0.5586497413469519,823.5897435897436,756.7032967032968,808.2783882783882,792.9670329670329,743.0036630036632,-0.430542,0.197876,0.890503,3.72345,-5.52536,1.9215389999999999,92.0,83.0,9.0
784.6153846153846,42.521342633235925,,,,,,,32.32200153729797,32.42811251101749,0.05419386806196735,0.04119470784165428,784.6153846153846,45.61846153846145,0.05814117647058813,61.53846153846154,9.210526315789473,63.81578947368421,12.666666666666664,187.5,,,0.054596055725386866,0.009751557371476151,0.004826214758573119,5.598701176191955,0.7892588485848314,0.14097177608640618,-4.630328276320114,2021-10-14 15:29:32,2021-10-14 15:29:32.791,1.3849661011657781,1.972134085944853,1.549389878926173,1.199147539357714,0.5352105752942361,0.6844429257060539,0.589018665960094,0.3912267441980419,0.9313619539405064,0.3265588357942231,0.8090832708439288,0.9184429192050464,1.4704269508482215,0.02033975575834262,0.2335959859341422,1.001632172230341,1.205812496116567,-0.2665677505833667,-0.25538606347270604,0.7107605404245301,768.7912087912088,764.3589743589743,784.1025641025641,811.9047619047618,920.6959706959708,-0.41937299999999994,0.203247,0.897827,3.7608339999999996,-5.8543400000000005,1.510315,94.0,62.0,32.0
784.2078451349976,42.7532536055689,,,,,,,32.32600213761646,32.42935847508749,0.05451775810558123,0.04122121748482598,784.6153846153846,45.61846153846145,0.05814117647058813,61.53846153846154,9.271523178807945,63.576158940397356,12.583333333333336,187.5,,,0.05591160977796719,0.009953571666080258,0.0048430248076235,5.617240891377971,0.7907372105998787,0.14076968139529122,-4.60982383080777,2021-10-14 15:29:33,2021-10-14 15:29:33.780,1.568295162127319,1.4058547592401107,1.5807952272278831,1.4197206014248869,0.3437283704243447,0.6946854095409714,0.8020618325436691,0.7748139901043077,0.4246526233374918,0.9776504504464842,1.0146761791565648,1.062168656770188,1.467937818268156,0.4872309636788374,0.5442396795648471,1.174619128571113,1.128641460958907,-0.2788578310960176,0.01988904135053593,0.9482397006001814,805.8608058608058,830.4395604395604,819.5604395604396,823.1868131868132,877.5824175824176,-0.424622,0.20629899999999998,0.8984989999999999,3.8206480000000003,-5.52536,0.224304,90.0,29.0,61.0
783.9574898785423,42.44703657712194,,,,,,,32.352296793304035,32.45959647460637,0.0541445641187741,0.04126792231848737,784.6153846153846,45.61846153846145,0.05814117647058813,61.53846153846154,9.210526315789473,63.81578947368421,11.692307692307693,179.6875,,,0.05726145757481895,0.010034342235439298,0.004844982293220014,5.706548195314974,0.7937460047589101,0.13909389311923598,-4.601741845923561,2021-10-14 15:29:34,2021-10-14 15:29:34.781,1.5687273484188258,1.740136435230341,1.6617863166763138,1.129897777514334,0.3439369549702985,0.8868221861604052,1.0241968774340608,0.4579553456289111,0.29403325551653603,1.0842524809759608,1.062879399217342,0.9324385730209048,1.4293714696880082,0.3298526932888037,0.6411844295167953,1.117090796141863,1.0550158267523069,-0.29294652110396696,0.2336073761572386,1.053873254865642,760.3296703296703,786.9230769230769,788.5347985347986,775.6410256410257,645.8974358974359,-0.420044,0.19519,0.8922120000000001,4.187012,-5.181426999999999,0.35141,72.0,4.0,68.0
783.7044534412955,42.373026111482346,,,,,,,32.157913979025835,32.26488847947681,0.05406760919300601,0.041033215822391216,784.6153846153846,45.61846153846145,0.05814117647058813,61.53846153846154,9.210526315789473,63.157894736842096,11.692307692307693,179.6875,,,0.058873798121777315,0.010043021067348609,0.0048387054557073525,5.862160173414849,0.7982289924081172,0.13616635656393702,-4.6008773068584485,2021-10-14 15:29:35,2021-10-14 15:29:35.784,1.6251900371171484,1.5913600839194708,1.5302994037710869,1.1488415056051822,0.7387197909243005,1.088789142554826,0.6742137567666551,0.3887554529565788,0.7197670276645717,1.275165433614238,0.9369542761859476,0.6383871031414601,1.336580965745907,0.2804008636102532,0.4747776897755799,1.033713792218221,1.2529486836071728,-0.3520126867434323,0.06858771127860516,1.004669479308004,720.0366300366301,783.6996336996338,748.2417582417582,802.6373626373628,757.5091575091576,-0.41326899999999994,0.204102,0.904541,4.082336,-6.265564,0.478516,47.0,0.0,47.0
783.9021905247072,42.46219800098599,,,,,,,32.105595007244936,32.2127818975747,0.054167724639937284,0.04095612360230168,784.6153846153846,45.61846153846145,0.05814117647058813,61.53846153846154,9.271523178807945,62.91390728476821,11.615384615384615,179.6875,,,0.0610252096017216,0.00995777436150228,0.004822844747480639,6.128398514195198,0.8050200181124628,0.1313589539335271,-4.609401690036512,2021-10-14 15:29:36,2021-10-14 15:29:36.791,1.5570190518969032,1.768274767774471,0.9835582414893862,1.155735885037968,1.0959539819956792,1.1618009296511909,0.3734877204311574,1.059345721930444,0.8729812691652838,1.3920383623946202,0.5929319507451409,0.7412408848686096,1.108645639414811,0.7944655170949746,0.2688388430376552,1.132392127094062,1.190390243540152,-0.197650813762862,-0.225095643011632,0.817920738706312,733.7362637362637,784.9084249084249,791.3553113553114,790.5494505494507,657.985347985348,-0.418091,0.193359,0.9027709999999999,4.411316,-6.325378,1.308441,19.0,9.0,10.0
783.6538461538463,42.32100471334189,,,,,,,31.980734041259648,32.085693871945054,0.05400471767101297,0.04080977104651537,784.6153846153846,45.61846153846145,0.05814117647058813,61.53846153846154,9.210526315789473,62.5,10.857142857142858,179.6875,,,0.0630824368361793,0.009774055051901195,0.004793726385797529,6.454070137850191,0.8123922667375243,0.12587285997609673,-4.628023847665771,2021-10-14 15:29:37,2021-10-14 15:29:37.781,1.173988526270292,1.87063104669542,1.403904389220145,1.011356646737313,0.8084726614972891,1.112104173878372,1.007218043404998,0.9413328383253122,0.9691329469051548,1.247619802108168,0.598428168054707,1.035955458219689,1.10680011390739,0.6871384519646182,0.4715741863023762,0.9817804321721192,0.9468026284770068,-0.1345592874638159,-0.3332252293827438,0.6432205661873458,786.9230769230769,783.6996336996338,820.7692307692308,797.8021978021977,765.9706959706958,-0.40741,0.195496,0.9017940000000001,4.560852,-6.370239,0.269165,0.0,16.0,-16.0
783.6032388663967,42.28739577548011,,,,,,,32.10913440755643,32.21594651803112,0.05396531519784855,0.040976265557563625,784.6153846153846,45.61846153846145,0.05814117647058813,61.53846153846154,9.210526315789473,63.157894736842096,10.857142857142858,179.6875,,,0.06500585335096773,0.009526608077667382,0.004759368288473577,6.823609496790028,0.8198304110636698,0.12014615013495948,-4.653666545167361,2021-10-14 15:29:38,2021-10-14 15:29:38.781,1.031040006235114,1.356442309572486,1.3290377821687451,0.9520153704072752,0.6906708949426575,0.7431274946970048,0.93689752463841,0.7705239083379632,0.8895935621445364,0.5691465474203055,0.8766189354270706,1.001643007189788,1.287372982539736,0.1588186615422441,0.3544398181466566,1.0401081397406942,1.0894507587569509,-0.1712206997357236,-0.3780580879211843,0.7029662837991874,845.3479853479854,767.5824175824176,831.6483516483516,817.5457875457878,968.6446886446887,-0.398071,0.202942,0.907898,3.1552119999999997,-5.345917,0.792542,0.0,20.0,-20.0
783.4514170040485,42.269559700528944,,,,,,,32.10913440755643,32.214000268352976,0.0539530068911861,0.0409842061813394,784.6153846153846,45.61846153846145,0.05814117647058813,61.53846153846154,9.210526315789473,63.157894736842096,10.133333333333333,171.875,,,0.06727936988271485,0.009121381821048349,0.0047060204054601065,7.3760063116163055,0.8295160580686451,0.11246140838603393,-4.6971339709073785,2021-10-14 15:29:39,2021-10-14 15:29:39.781,1.278710232714148,0.9941988564850628,1.733253621337869,1.177255134944672,0.9237063262296112,1.026769290029955,1.1410611619126532,0.9198202384493244,0.8017431395913401,1.293048443809865,1.106683334115054,1.003075946129786,1.462352840998708,0.5151980910715366,0.6767178616891633,1.065057002553729,1.251162814066513,-0.01384103060257586,0.1036670599126375,0.994444859998104,717.6190476190477,749.8534798534797,785.7142857142858,770.0,803.4432234432236,-0.404114,0.199097,0.9017940000000001,4.022522,-5.458069,0.426178,8.0,40.0,-32.0
